-4.206266561094475220e-02,9.330912526468657072e-14,-4.489216030441226662e-02,-6.034445978995836481e-04,6.134764079699524253e-02,-6.107717923317329198e-03,4.288856977185077912e-02,4.644531397756568314e-02,-1.125922920391742840e-13,-6.570795642731754038e-02,-5.866708922559237677e-02,-1.935488490592099245e-03,4.068815097722066921e-14,4.472142297735513805e-02,7.134840124996337518e-02,2.465584330027262728e-03,-4.517046739732120259e-02,3.925909661655914483e-15,6.849422601991547732e-02,4.121611695708406881e-02,-1.117190108253019099e-04,-1.468939536420796084e-14,6.680302594746875822e-02,-6.071576720138440603e-02,6.729213205278476891e-03,-6.703022431826208272e-02,1.071476227186122891e-02,-3.562441794294290975e-02,9.357857736732446409e-15,2.341460238325656874e-14,5.135010931915090504e-02,6.758143163212974869e-02,-1.640129363551870456e-04,6.743940478830016960e-02,8.502518711174070555e-15,6.991390294163418728e-02,2.182889695990169500e-03,-5.953757444417807215e-02,5.553319770585561860e-04,-5.806344478087812483e-02,-6.206736062869779719e-02,-2.826905557938553214e-03,3.972890436273108373e-15,-5.856456584093238521e-02,-5.209074738651288394e-02,6.572973976759659276e-02,-1.306029011381783546e-06,3.159000303749663946e-15,6.421562091994306720e-02,2.989867389954875859e-15,6.978169475990762816e-02,4.357263602631415420e-15,4.685035349532140625e-02,9.067489831362695457e-03,2.754914843573232422e-02,-7.711506861677402958e-02,-1.882864976629458663e-04,1.650640874438342569e-14,7.833661122456797576e-02,5.587976821541840340e-04,6.469372927706806831e-02
-5.661247808686660499e-02,4.709523430702530246e-03,-5.887857351116587007e-02,4.572998590420577006e-03,7.949480474685698128e-02,-1.582709567312517301e-02,4.943952050063216835e-02,5.881479306991311412e-02,-1.020648999911282460e-02,-8.126791519652577789e-02,-7.151686742767626725e-02,5.257004341415971033e-03,1.260480793479351082e-02,5.267538256527393159e-02,8.151118185016696660e-02,1.820374086610106190e-02,-5.338337632668552213e-02,-1.116375542054746234e-02,7.921510895711117439e-02,4.545010065861911086e-02,-1.672834906684900202e-02,2.116844254809249412e-02,7.386135039318474094e-02,-6.650650645221449497e-02,1.353968271868233667e-02,-7.866166064182965323e-02,-5.945804053215865588e-03,-3.917738727234914425e-02,-2.145596923220189495e-02,1.226640217482172397e-02,5.366501844816041339e-02,7.226488012509384162e-02,-2.628622974338443857e-02,7.102151851088985002e-02,2.116977460133946318e-02,7.168818279249242198e-02,8.599547442687505497e-03,-6.082611939838564186e-02,2.398023389196349969e-02,-5.923745127733301419e-02,-5.580884913375760981e-02,1.707684818763806692e-02,-3.223674132874086717e-02,-5.624320724091728257e-02,-5.122566985547034879e-02,6.380797392963086234e-02,-2.791351497331901951e-02,1.325828652098817728e-02,6.262940450996627717e-02,2.295476325816087071e-02,6.533623524279251471e-02,-3.083731546221988792e-02,4.195580355934825506e-02,3.755878904541145452e-02,1.709757024686853893e-02,-7.187227101057719336e-02,2.369178308806067779e-02,2.982684230839082601e-02,7.139497734820067498e-02,-1.349080437396315765e-02,5.695903117318153880e-02
-5.368015351387216139e-02,9.402374986902660089e-03,-5.424121987563503000e-02,9.971551130372784122e-03,7.199287582089880511e-02,-2.289232906722611649e-02,3.819496615570321801e-02,5.143864384212236407e-02,-2.026681245326190581e-02,-6.917488968166396468e-02,-5.890728427504150072e-02,1.311488483228211502e-02,2.482415524340014085e-02,4.204180206603281428e-02,6.152512380404236148e-02,3.237342310920339472e-02,-4.134570616305723034e-02,-2.187668635136852738e-02,5.992223689404263531e-02,3.291583897971896849e-02,-3.230846504709541239e-02,4.105176944515129961e-02,5.277018093305695795e-02,-4.460541685934406309e-02,1.694388205510433121e-02,-6.013918006944627553e-02,-2.607891242869293108e-02,-2.487455102026902773e-02,-4.079129055802922788e-02,2.345640916505367657e-02,3.456350801996113664e-02,4.531878507539476020e-02,-4.963375480750944341e-02,4.657468955902972774e-02,3.996756316529332526e-02,4.290238359492201670e-02,1.321301859118326205e-02,-3.247109731792997833e-02,4.393333654195129279e-02,-3.202894898141630392e-02,-2.467674284580160041e-02,3.503795356877061062e-02,-5.949341569208602132e-02,-3.135097924744201930e-02,-2.406984611798222012e-02,3.360623912217781950e-02,-5.107714552078394116e-02,2.436504812508545614e-02,2.824452859947732333e-02,4.157265034906974799e-02,2.870675435086659025e-02,-5.491554452446403833e-02,1.989933911813758505e-02,5.762281733539999229e-02,2.927348403066680049e-03,-2.918217905512094507e-02,4.241810985644762361e-02,5.261578340028742751e-02,2.562388129627005129e-02,-2.475836898084542159e-02,2.384322143083153836e-02
-5.065265550781067327e-02,1.405124927313394605e-02,-4.957838360159125268e-02,1.528819745697164098e-02,6.414849134395161911e-02,-2.965492115994324343e-02,2.708452985409567221e-02,4.334699123089576916e-02,-2.991833168161320625e-02,-5.664792598471000973e-02,-4.482276835386895392e-02,2.051575225193619234e-02,3.601487684887831608e-02,3.178588525425178613e-02,4.150444638455239033e-02,4.511475906763915550e-02,-2.745526128812255523e-02,-3.129923805596855624e-02,3.920019724030732178e-02,2.192656547122131053e-02,-4.531917812555347896e-02,5.755679975636235346e-02,3.280270256544384061e-02,-2.045005735724110887e-02,1.908290376749767481e-02,-3.972089277443468375e-02,-4.288445268249407166e-02,-7.213486710550490698e-03,-5.485344574614620800e-02,3.163926744228733046e-02,1.778388968758424019e-02,1.597049608652506905e-02,-6.623009450099102968e-02,2.538086587129655125e-02,5.264053977071578294e-02,1.601130016301357054e-02,1.562512251178720113e-02,-6.342433293978500799e-04,5.568103277661077405e-02,-2.644578296891240184e-03,-5.717298928466697404e-04,4.561859294121440450e-02,-7.497239354813584056e-02,-1.415434967065188135e-02,5.095418534696714852e-03,8.123628829316532907e-03,-6.285199226346754875e-02,2.978440101885311206e-02,-8.754789569315021142e-03,4.946764722943981785e-02,-4.455821449183128627e-03,-6.416803364794813891e-02,7.073036137593929733e-03,6.717434771654239023e-02,4.371244687204880498e-03,1.131961159477832407e-02,4.894176312082242769e-02,5.957883358468828161e-02,-1.797230725425150860e-02,-2.804500755427965716e-02,2.113141330433566598e-03
-4.750607912081031975e-02,1.862097206170776689e-02,-4.491488050744751187e-02,2.044777053040287840e-02,5.593431709249349626e-02,-3.590308357468593309e-02,1.639166235613827641e-02,3.450115952815035331e-02,-3.881864881333595835e-02,-4.394057551597612549e-02,-2.941988447596474709e-02,2.702038680532661136e-02,4.542515821110457847e-02,2.259579938412051292e-02,2.259307101197254378e-02,5.540600097630200144e-02,-1.207648038365705633e-02,-3.839540155955444012e-02,1.820132666285122214e-02,1.398667292090731255e-02,-5.412704214149469117e-02,6.848160981978211603e-02,1.630538560183321037e-02,4.228693431119316844e-03,1.929516747607456714e-02,-1.919569240017928585e-02,-5.365447621408972467e-02,1.249571114715571259e-02,-6.091595296174755203e-02,3.472417263049023400e-02,6.301363415124896193e-03,-1.241960721576835722e-02,-7.258656126204865444e-02,1.137594175728706691e-02,5.578039247800878342e-02,-4.256042047227432713e-03,1.452409492214684628e-02,3.025105082015583022e-02,5.504272017453926830e-02,2.424394208438223133e-02,1.068651815364470188e-02,4.621078415242419607e-02,-7.418332782868951314e-02,-9.649580929010671826e-03,3.080814637678629814e-02,-6.519435474981236274e-03,-5.880410358229090639e-02,2.645463607683658236e-02,-4.118559069873316270e-02,4.214619671641448712e-02,-2.609065114634825933e-02,-5.549479547647041822e-02,7.920498022824537174e-03,6.378264621612508845e-02,2.303011099215192953e-02,3.943768154473690363e-02,3.954294758073716859e-02,4.694561983060275417e-02,-4.804075833548011876e-02,-1.954446237667146341e-02,-1.325042167147211670e-03
-4.422504832304103434e-02,2.307039083647110730e-02,-4.029153816059492799e-02,2.535874159723574758e-02,4.737803473341647281e-02,-4.141347093744447705e-02,6.466034919245412273e-03,2.498001620431943015e-02,-4.658393733370851802e-02,-3.145644825060167626e-02,-1.316034498411561282e-02,3.213856145937151604e-02,5.233824150646738949e-02,1.521615747390859218e-02,6.139824042032979851e-03,6.228385540509114027e-02,4.006665918789816330e-03,-4.214535245610250003e-02,-1.509276832069696931e-03,1.033379676642533739e-02,-5.752922622448953388e-02,7.216268482562056275e-02,5.427193634095339898e-03,2.703822459130135469e-02,1.701744864851976319e-02,-7.265055719105974500e-04,-5.624373187919987777e-02,3.199977591030842006e-02,-5.784235771170392892e-02,3.116298594748600007e-02,2.162087653793134251e-03,-3.599910450611176760e-02,-6.728463496844890035e-02,7.117916872766283896e-03,4.778262569599248111e-02,-1.446191115101511972e-02,9.076573962447749208e-03,5.490815495262140605e-02,4.065479086003791209e-02,4.389882918196925249e-02,7.210934505269605242e-03,3.757595222464690105e-02,-5.765188769122130824e-02,-1.850906505765956625e-02,4.763656944005770222e-02,-7.833117921981136086e-03,-3.943498811840209090e-02,1.339229858077570570e-02,-6.207932677623534401e-02,1.981068565101635343e-02,-3.207678059952493582e-02,-3.364107711076153029e-02,2.067614483531889091e-02,5.043148887797985203e-02,5.138638862568142840e-02,4.863016931118509245e-02,1.660716165623400339e-02,1.928290614817167181e-02,-5.764289631593938479e-02,8.616972664770872767e-04,1.145571201458931397e-02
-4.080100918000816035e-02,2.735407653381291895e-02,-3.576107296006931363e-02,2.991815124321718644e-02,3.854896441608843954e-02,-4.597274597229408788e-02,-2.321377386583375023e-03,1.494845797255910276e-02,-5.282737745436614368e-02,-1.967235698780718176e-02,3.301475783086852203e-03,3.539510708453027371e-02,5.619879083763182348e-02,1.029255992052620534e-02,-6.600181765165757247e-03,6.502016592418977114e-02,1.976788670678473678e-02,-4.174245014374643875e-02,-1.834609814767238639e-02,1.155271362689232369e-02,-5.510582456183178018e-02,6.795362942644536663e-02,1.443454285091969394e-03,4.550962405768602115e-02,1.191247145637202784e-02,1.381300574276049346e-02,-4.973740725538814550e-02,4.861574358631483989e-02,-4.666619182005364574e-02,2.049016546086162086e-02,5.652861511494028900e-03,-5.160549131604072470e-02,-5.171617803252438056e-02,1.264939140711293479e-02,2.963331007831017036e-02,-1.394730065290072235e-02,-6.779426053160440965e-04,6.880552799634014061e-02,1.488888870916788183e-02,5.325240185572524543e-02,-7.730004220424150675e-03,2.391687281717483696e-02,-3.129576059703424729e-02,-3.617708825738543549e-02,5.205395788961409559e-02,1.479296104779698759e-03,-1.055921626696139197e-02,-7.487369462869339874e-03,-6.732190629231092627e-02,-1.202638532904639831e-02,-2.447325770676367016e-02,-9.499069031263797716e-03,3.780420344636600122e-02,3.424022139341870857e-02,7.535892113526866665e-02,3.871033957935394315e-02,-1.177910330662239498e-02,-1.206220363721638780e-02,-4.757081006880801988e-02,2.865151679712450716e-02,2.972132171840894191e-02
-3.723112152220824783e-02,3.142396592844466652e-02,-3.138448656797961783e-02,3.401666139082444584e-02,2.954779411952260237e-02,-4.939748798083885839e-02,-9.617911348105060224e-03,4.633490740967892603e-03,-5.719544623063414074e-02,-9.073879719603021241e-03,1.920944458160230711e-02,3.639009598444487709e-02,5.671013838592280781e-02,8.251744356036712358e-03,-1.469809950920700214e-02,6.325601945682360339e-02,3.408597966801791418e-02,-3.675086952579505878e-02,-3.100740353453548120e-02,1.736784769580538082e-02,-4.738577081966306032e-02,5.646091325700260816e-02,4.368899283990534087e-03,5.756386015685963087e-02,3.975181286498911774e-03,2.329676822757605070e-02,-3.478935387156131126e-02,5.974542670765264907e-02,-3.047046007897850212e-02,3.599335411013153147e-03,1.513392469898957107e-02,-5.756087484868001314e-02,-2.989688783959619164e-02,2.528931709531736377e-02,4.852068691387884623e-03,-5.197725619866947963e-03,-1.363047998184843158e-02,6.933106986093200141e-02,-1.655401320976342128e-02,5.189956304154489525e-02,-2.683687121815609908e-02,1.138662673998778324e-02,-4.472325530662887849e-03,-5.439521454967396336e-02,4.343529504774766570e-02,1.443309762628433753e-02,1.866579139096230522e-02,-3.155238036637386667e-02,-5.702392652674043161e-02,-4.422441841862632950e-02,-1.066492370636379361e-02,5.056223948922656045e-03,4.978632274446555261e-02,2.283549974834763949e-02,8.096355632489701804e-02,1.533132483288014367e-02,-3.503947362485377442e-02,-3.432252014661636014e-02,-2.568579067545217684e-02,5.566142294444648836e-02,3.958740330645269673e-02
-3.351741814364027350e-02,3.523095720727643237e-02,-2.722777028705743868e-02,3.754358048687211208e-02,2.049786244134611454e-02,-5.155125430814955917e-02,-1.512326967276622983e-02,-5.695945020438475566e-03,-5.940005077268634137e-02,-1.009120109082377721e-04,3.378444733403879185e-02,3.484923349255453912e-02,5.389367430616522764e-02,9.222934382027937403e-03,-1.771195702807954603e-02,5.707959292567675591e-02,4.587535382989180871e-02,-2.720733076894304645e-02,-3.869179619566028017e-02,2.663484295262718779e-02,-3.580644769064916799e-02,3.950707054230748888e-02,1.288574704589958049e-02,6.185871687842798422e-02,-6.402889113139521339e-03,2.758431627286108204e-02,-1.359272224307831421e-02,6.337764318077414305e-02,-1.363441977449297154e-02,-1.728853812982592691e-02,2.749466846819144036e-02,-5.403756169108408364e-02,-7.451412250097416007e-03,4.031234824862501426e-02,-2.134974923844461941e-02,6.868255000458288982e-03,-2.766266925694485512e-02,5.645391731842706873e-02,-4.617595662061768635e-02,4.222126686957273362e-02,-4.159675770707917802e-02,5.692940940864074650e-03,1.344814825899052005e-02,-6.440087320975454444e-02,2.414625200000503763e-02,2.255710237558501349e-02,3.916831356898960864e-02,-5.256383970515478288e-02,-3.544349888076881588e-02,-6.724193636571344779e-02,-1.005905590710798336e-04,3.027703014324272749e-03,5.005354018538096805e-02,2.041348273333128474e-02,6.163646923739259792e-02,-1.278182045362760873e-02,-4.447022284852048674e-02,-3.957142347049338871e-02,-3.133666890344710947e-03,7.273303465678082613e-02,3.145791169034219126e-02
-2.966611186784796558e-02,3.872644332297837250e-02,-2.335885756385649992e-02,4.039171733202207015e-02,1.153742710015719444e-02,-5.235784554239003574e-02,-1.861718541790489956e-02,-1.574688976947477212e-02,-5.924484306958927721e-02,6.896660401551571278e-03,4.629348866459954970e-02,3.066134361278868847e-02,4.810564276014922536e-02,1.300472431254465037e-02,-1.576831201898031345e-02,4.704090362865403357e-02,5.420073921801332739e-02,-1.365726216345071985e-02,-4.121937079285234451e-02,3.752221458190872772e-02,-2.248343942554952360e-02,1.983976587542926259e-02,2.457357364848918729e-02,5.800022368469612971e-02,-1.842403747042888063e-02,2.752731215361993791e-02,1.049112012684132525e-02,5.851441276614702258e-02,-6.797308040387023973e-04,-3.895247171355555732e-02,3.905197502635069512e-02,-4.297668009222153224e-02,9.910840288011660282e-03,5.227014266887387156e-02,-4.342940743492771510e-02,1.640064054232135901e-02,-3.997204439687120081e-02,3.278903980321165590e-02,-6.681389618787168805e-02,2.865153874934068048e-02,-4.559077168547485265e-02,9.795007158577010570e-03,1.660209162073086539e-02,-6.044650024043544956e-02,-1.153260072756502998e-03,1.935600469165088891e-02,4.542384319901219408e-02,-6.437602711167605962e-02,-9.581047171045891514e-03,-7.459697561895986540e-02,-1.291045401283950293e-04,-1.420482363788340939e-02,3.839024677094795418e-02,2.561945928916979989e-02,2.231634481006724430e-02,-3.725274018530074643e-02,-3.670292225077566306e-02,-2.860102537005582493e-02,1.064287454569616022e-02,7.306880056562098380e-02,5.295150677590122236e-03
